Crash Number,Day of the Week,Day ,Time of Day,Time ,Place,Controlled Access,Access ,Manner of Crash,Crash Manner,Crash Severity,Intersection Related,Intersection Relationship,At Intersection,Intersection Location,Functional Class,Lighting Conditions,Light Conditions ,Weather,Weather C,CU Roadway Condition,Roadway Condition,CU Roadway Curvature and Grade,Roadway Curvature,Latitude,Longitude
4620072,Saturday,Weekend,4:00 PM to 4:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Dusk,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.599085,-86.642534
4620066,Saturday,Weekend,6:00 PM to 6:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.501473,-88.169746
4620178,Sunday,Weekend,10:00 PM to 10:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Rear End (front to rear),Rear-End,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Dark - Spot Illumination One Side of Roadway,Dark,Clear,Clear,Dry,Dry,Straight with Up Grade,Straight,33.247845,-86.836784
4620181,Sunday,Weekend,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Dark - Spot Illumination One Side of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.171812,-86.861001
4620206,Sunday,Weekend,5:00 PM to 5:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Angle Oncoming (frontal),Angular,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Dark - Continuous Lighting Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.15168,-86.848139
4617568,Sunday,Weekend,4:00 PM to 4:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.76369,-88.227066
4620447,Monday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Sideswipe - Same Direction,Sides,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.609295,-88.074468
4620513,Monday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Other,Other,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,CU is Unknown,Dry,CU is Unknown,Curve,34.646157,-86.540041
4620612,Sunday,Weekend,2:00 PM to 2:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Curve Right and Level,Curve,34.50523,-86.602762
4619785,Saturday,Weekend,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Interstate,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.835734,-88.084554
4619531,Friday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,CU is Unknown,Dry,CU is Unknown,Curve,32.461242,-86.403032
4620520,Monday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Minor Arterial,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,32.460224,-86.454544
4620920,Tuesday,Weekday,4:00 PM to 4:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,33.247844,-86.853073
4621063,Friday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Rear End (front to rear),Rear-End,Fatal Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,33.640308,-85.825626
4621116,Tuesday,Weekday,12:00 Noon to 12:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,32.462361,-85.021919
4618038,Monday,Weekday,6:00 AM to 6:59 AM,Peak Hour,Urban,Main Road, Controlled,Angle (front to side) Same Direction,Angular,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.673773,-86.022984
4621269,Wednesday,Weekday,4:00 PM to 4:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.333832,-87.714468
4620770,Sunday,Weekend,9:00 PM to 9:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Side Impact (angled),Angular,Fatal Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight at Hillcrest,Straight,34.744674,-86.679166
4620632,Tuesday,Weekday,5:00 AM to 5:59 AM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Curve Right and Down Grade,Curve,33.246164,-87.162746
4621510,Thursday,Weekday,11:00 AM to 11:59 AM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Interstate,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight with Down Grade,Straight,32.641912,-85.354203
4622519,Saturday,Weekend,5:00 PM to 5:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Roadway Not Lighted,Dark,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,31.292351,-85.536014
4622597,Saturday,Weekend,11:00 PM to 11:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.677046,-88.187656
4622794,Sunday,Weekend,3:00 PM to 3:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Wet,Wet,Curve Left and Down Grade,Curve,34.367123,-85.614404
4622818,Monday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Local,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,31.109399,-86.043181
4622834,Sunday,Weekend,5:00 PM to 5:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Null value,Dawn,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,34.631931,-87.39334
4620915,Tuesday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Non-Incapacitating Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Dark - Continuous Lighting Both Sides of Roadway,Dark,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,33.285639,-86.810212
4621517,Monday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Curve Left and Down Grade,Curve,30.651422,-87.881903
4623209,Wednesday,Weekday,9:00 AM to 9:59 AM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Side Impact (90 degrees),Sides,Property Damage Only,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.83212,-88.353125
4623983,Wednesday,Weekday,3:00 PM to 3:59 PM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Curve Left and Level,Curve,32.454471,-86.674965
4624029,Wednesday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Straight with Down Grade,Straight,32.44768,-85.241738
4624055,Wednesday,Weekday,6:00 PM to 6:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Dawn,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,33.96216,-86.031631
4624058,Thursday,Weekday,5:00 PM to 5:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Side Impact (angled),Angular,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.660081,-87.85536
4624113,Thursday,Weekday,12:00 Midnight to 12:59 AM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Local,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.769774,-87.047652
4620584,Tuesday,Weekday,1:00 AM to 1:59 AM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Possible Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Dark - Spot Illumination One Side of Roadway,Dark,Clear,Clear,Dry,Dry,Curve Right and Level,Curve,33.293311,-86.814356
4624307,Thursday,Weekday,11:00 AM to 11:59 AM,Off-Peak Hour,Rural,Not a Controlled Access,Not Controlled,Head-On (front to front only),Head-On,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,32.628752,-86.234735
4624318,Thursday,Weekday,11:00 AM to 11:59 AM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Sideswipe - Same Direction,Sides,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Principal Arterial - Other,Daylight,Daylight,Clear,Clear,Dry,Dry,Straight and Level,Straight,34.416015,-86.267314
4624401,Thursday,Weekday,12:00 Noon to 12:59 PM,Off-Peak Hour,Urban,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Minor Arterial,Daylight,Daylight,Clear,Clear,Dry,Dry,Curve Left and Up Grade,Curve,33.520322,-86.582223
4623182,Monday,Weekday,4:00 PM to 4:59 PM,Peak Hour,Urban,Not a Controlled Access,Not Controlled,Rear End (front to rear),Rear-End,Property Damage Only,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Principal Arterial - Other,Daylight,Daylight,Cloudy,Foggy,Dry,Dry,Straight and Level,Straight,33.997009,-86.097137
4622624,Saturday,Weekend,10:00 PM to 10:59 PM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,Yes - Crash Was Intersection Related,Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Dark - Roadway Not Lighted,Dark,Cloudy,Foggy,Dry,Dry,Curve Left and Level,Curve,34.130002,-87.979734
4618649,Wednesday,Weekday,4:00 PM to 4:59 PM,Peak Hour,Urban,Main Road, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Curve Left and Up Grade,Curve,34.667476,-86.532399
4625057,Saturday,Weekend,10:00 AM to 10:59 AM,Off-Peak Hour,Urban,Not a Controlled Access,Not Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,No - Crash Did Not Occur at an Intersection,Not at an Intersection,Major Collector,Daylight,Daylight,Clear,Clear,Dry,Dry,Curve Left and Level,Curve,30.710403,-88.12124
4625218,Thursday,Weekday,7:00 PM to 7:59 PM,Peak Hour,Rural,Not a Controlled Access,Not Controlled,Sideswipe - Same Direction,Sides,Non-Incapacitating Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Major Collector,Dark - Roadway Not Lighted,Dark,Clear,Clear,Dry,Dry,Straight and Level,Straight,30.939499,-88.124071
4625264,Sunday,Weekend,4:00 AM to 4:59 AM,Off-Peak Hour,Urban,On Ramp, Controlled,Single Vehicle Crash (all types),Single Vehicle Crash,Suspected Serious Injury,No - Crash Was Not Intersection Related,Not Intersection Related,Yes - Crash Occurred at an Intersection,At an Intersection,Interstate,Dark - Spot Illumination Both Sides of Roadway,Dark,Clear,Clear,Dry,Dry,Curve Right and Level,Curve,30.474187,-88.400463
